filename,objectid,side,angle,confidence,method
Fotos/59-83.Austria/068.pdf,e892bf2e-d546-44fd-93ee-f57197726008,back,270,1.0,manual
Fotos/59-83.Austria/069.pdf,f2a72988-c3c0-4183-8330-d4f32e84484a,back,270,1.0,manual
Fotos/59-83.Austria/070.pdf,82dfe90a-24e2-4892-86b9-afffe3e9ae39,back,270,1.0,manual
Fotos/59-83.Austria/071.pdf,69ad6965-27ae-46ac-b506-8f6955298a3d,back,270,1.0,manual
Fotos/59-83.Austria/072.pdf,4751d28b-9599-4262-8fd6-24049d0c4b5d,back,270,1.0,manual
Fotos/59-83.Austria/073.pdf,aeb7796b-daa2-4074-8bfc-e084cba56536,back,270,1.0,manual
Fotos/59-83.Austria/074.pdf,3e598328-80fa-4980-afbc-6d8aa7580cca,back,270,1.0,manual
Fotos/59-83.Austria/075.pdf,f1891cf3-8ef8-4eb2-ba92-70c21954b258,back,270,1.0,manual
Fotos/59-83.Austria/076.pdf,6050c80d-9f44-4246-8a2e-749fab56e68f,back,270,1.0,manual
Fotos/59-83.Austria/077.pdf,45e1b634-e62c-49ae-8e35-e086c88f6370,back,270,1.0,manual
Fotos/59-83.Austria/078.pdf,c9bc0255-17cb-4206-abea-bde136c5601d,back,270,1.0,manual
Fotos/59-83.Austria/079.pdf,de5ff512-76b7-4b21-9e99-3ed0e9082e2d,back,270,1.0,manual
Fotos/59-83.Austria/080.pdf,1372538a-df31-4041-87dc-b8b73f5e1b69,back,270,1.0,manual
Fotos/59-83.Austria/081.pdf,acb33e4f-ce9e-47e1-9452-47d1311efff9,back,270,1.0,manual
Fotos/59-83.Austria/082.pdf,3cb638b5-a908-49dc-a0cd-3fb94820febc,back,270,1.0,manual
Fotos/59-83.Austria/083.pdf,29b8a520-74a7-4557-981f-69b35b075ecd,back,270,1.0,manual
Fotos/84-98.Bélgica/084.pdf,ef32ddca-2462-4c7e-8b51-0af257e01ab3,back,270,1.0,manual
Fotos/84-98.Bélgica/085.pdf,c0e38dc5-cb75-4d3f-b841-1ab2f7c04946,back,270,1.0,manual
Fotos/84-98.Bélgica/086.pdf,bf014ef3-b644-4c2d-ae50-607616fbe111,back,270,1.0,manual
Fotos/84-98.Bélgica/087.pdf,0c6bd98e-7267-403a-9b49-a86431c6e8e4,back,270,1.0,manual
Fotos/84-98.Bélgica/088.pdf,b531040f-5090-4254-859c-d0481f8098e9,back,270,1.0,manual
Fotos/84-98.Bélgica/089.pdf,15b7648c-a873-45a9-9661-a7a92fa72b33,back,270,1.0,manual
Fotos/84-98.Bélgica/090.pdf,a81d9519-2e42-4f1c-8a49-2c6c440054b3,back,270,1.0,manual
Fotos/84-98.Bélgica/091.pdf,338641b8-101a-488f-a13d-a74930c25035,back,270,1.0,manual
Fotos/84-98.Bélgica/092.pdf,8a23a082-6c97-44c5-b3e1-0530d64d7ce7,back,270,1.0,manual
Fotos/84-98.Bélgica/093.pdf,1617eeb9-b3c1-42ec-8124-c37844257490,back,270,1.0,manual
Fotos/84-98.Bélgica/094.pdf,04b3dfcd-471a-470f-b022-b548ad54250b,back,270,1.0,manual
Fotos/84-98.Bélgica/095.pdf,7b97e7b6-bee2-46f6-b3fb-df17e9181ab3,back,270,1.0,manual
Fotos/84-98.Bélgica/096.pdf,86f8ca87-4ec9-4927-addf-db07075bfab6,back,270,1.0,manual
Fotos/84-98.Bélgica/097.pdf,461805c0-8bad-4bf5-b6e6-32693b30b01d,back,270,1.0,manual
Fotos/84-98.Bélgica/098.pdf,33bbfb1e-99a5-4127-a668-db44cf3a8c3e,back,270,1.0,manual
Fotos/99-100.Paises Bajos/099.pdf,daf7e0a6-8bc2-4fdf-8502-be7f2cabd575,back,270,1.0,manual
