objectid,lat,lon,filename
99e09e43-303a-4f4a-850a-3a5613b4c636,40.83143998,14.24147146,009.pdf
01e62a2d-475f-47ec-a0e9-ffa7257d6c39,40.82145094,14.2148475,C2-G2-071.pdf
48f7a503-fe63-4925-8386-9c6a82a10094,40.81860138,14.21272433,C2-G2-088.pdf
369fe9de-f59b-4962-9b82-cc7575256765,40.83806282,14.25013319,C2-G2-092.pdf
a9b86454-7c79-4bd9-a3ed-45abd1aa3210,40.83867557,14.23318901,C2-G2-093.pdf
6908f8a8-c080-4b16-a6ef-4ab1020b0033,40.83229941,14.24105208,C2-G2-094.pdf
97c89c77-28cf-447b-af43-06512f926bba,40.82020482,14.21456349,C2-G2-096.pdf
