objectid,title,filename,object_location,format,latitude,longitude,date,subject,location,description,source,language,descripction,artifacts_location,swap_front_back,rotation_front,rotation_back
90542a2a-1cae-46b2-996e-29883daaa2bc,Fotografía de poste de observación de trincheras alemanas ,053.pdf,ARCHIVO/053.pdf,pdf,49.15,4.966667,1915.0,Guardia ,"Bosque de Argonne, Francia",El bosque de Argonne fue un lugar de fuerte acción militar durante la Primera Guerra Mundial..,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/053-front.jpg', 'artifacts/Coleccion-MC/053-back.jpg']",True,90.0,90.0
22285559-69f9-45d4-a268-0a783bfe13a2,"Fotografía del ""Pont Mayou"" en Francia",054.pdf,ARCHIVO/054.pdf,pdf,43.492222,1.473889,,Puente ,"64100 Bayonne, Francia ","Cerca del puente se encuentran varios museos, por lo que por ahí pasan muchos turistas",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/054-front.jpg', 'artifacts/Coleccion-MC/054-back.jpg']",True,270.0,90.0
25a733ca-0084-4661-bd63-9328fc124072,"Fotografía de Páturas y un paisaje de fondo, Francia",055.pdf,ARCHIVO/055.pdf,pdf,42.695,-0.008889,,Cabra,"Gavarnie, Francia","La foto muestra un pastizal en Gavarnie, Francia, en el que se crían animales.",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/055-front.jpg', 'artifacts/Coleccion-MC/055-back.jpg']",False,270.0,270.0
3c2648c9-fc8c-4f9d-9e98-2936f7e82dda,Pintura de Napoleón Bonaparte en su primera visita a la enfermería en el Castillo de Malmaison,056.pdf,ARCHIVO/056.pdf,pdf,48.8708,2.166848,,Napoleón  ,"12 Av. du Castillo de Malmaison, 92500 Rueil-Malmaison, Francia",El castillo es ahora un museo napoleónico. Fue el hogar de Josefina y Napoleón Bonaparte,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/056-back.jpg', 'artifacts/Coleccion-MC/056-front.jpg']",True,270.0,270.0
6c7aecda-31e6-4f6e-8af6-3c6352222204,Pintura de Napoleón Bonaparte presentando al Rey de Roma a los dignatarios del gobierno francés,057.pdf,ARCHIVO/057.pdf,pdf,48.804806,2.120333,1812.0,Napoleón Bonaparte con el Rey de Roma,"Place d'Armes, 78000 Versalles, Francia",El hecho se dio en el Palacio de Versalles. Que hoy en día es de los museos más importantes en Europa,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/057-back.jpg', 'artifacts/Coleccion-MC/057-front.jpg']",True,90.0,90.0
a0d01ae7-0fed-4575-9cb0-8ab27e9a9365,Fotografía de los escombros de una estructura tras un bombardeo Zeppelin en Francia,058.pdf,ARCHIVO/058.pdf,pdf,48.860267,2.342869,1916.0,Escombros de una casa,"Rue de Rivolie, París, Francia.",Fallecieron 7 personas de ese edificio tras eñ hecho,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/058-front.jpg', 'artifacts/Coleccion-MC/058-back.jpg']",True,270.0,270.0
5f93cebd-56eb-42e8-aafd-815910fc5721,Pintura de la armada francesa,059.pdf,ARCHIVO/059.pdf,pdf,,,,Soldados,-----,Un batallón de infantería francés descansando en el suelo. Se distinguen por sus sombreros característicos,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/059-front.jpg', 'artifacts/Coleccion-MC/059-back.jpg']",False,270.0,270.0
c33cc129-65be-4e05-8b18-eed4dcf8323a,"Fotografía del ""Bois de Boulogne"" en Francia",060.pdf,ARCHIVO/060.pdf,pdf,48.864722,2.250833,,Personas ,"Bois de Boulogne, París, Francia","Hoy en día el parque sigue ahí, teniendo más del doble de tamaño que el Central Park en Nueva York",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/060-front.jpg', 'artifacts/Coleccion-MC/060-back.jpg']",True,270.0,270.0
2578099d-ab17-4019-80a5-b94c73de6bd5,Retrato de Jerome Bonaparte,061.pdf,ARCHIVO/061.pdf,pdf,,,1784.0,Jerome Bonaparte,,Retrato pintado de Jerome Bonaparte,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/061-front.jpg', 'artifacts/Coleccion-MC/061-back.jpg']",False,,270.0
b72a2dfb-874c-4a71-8cb0-76bed7500922,Retrato de Marie-Louise,062.pdf,ARCHIVO/062.pdf,pdf,,,1791.0,"Marie-Louise, Duquesa de Parma",,"Retrato pintado de Marie-Luise, Duquesa de Parma",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/062-back.jpg', 'artifacts/Coleccion-MC/062-front.jpg']",False,,90.0
2529094b-a015-43b7-9837-e8e88ca97f55,Pintura del ejército francés en una trinchera,063.pdf,ARCHIVO/063.pdf,pdf,,,,Ejército,,Pintura de la infantería francesa en una trinchera,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/063-back.jpg', 'artifacts/Coleccion-MC/063-front.jpg']",False,270.0,270.0
fe054ded-15d4-4e9c-8655-47263eb55ab6,Retato del emperador Napoleón,064.pdf,ARCHIVO/064.pdf,pdf,48.4047,2.7016,1814.0,Napoleón,"Fontainebleau, Francia","Retrato del emperador Napoleón en 1814, pintado por Paul Delaroche",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/064-back.jpg', 'artifacts/Coleccion-MC/064-front.jpg']",False,,270.0
eada4402-b793-40ca-87bb-10d237c8729d,Pintura del ejército alemán,065.pdf,ARCHIVO/065.pdf,pdf,,,,Ejército,,Pintura de la artillería alemana en marcha,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/065-back.jpg', 'artifacts/Coleccion-MC/065-front.jpg']",False,270.0,270.0
787b0f30-721e-45e7-a12a-0b83d4dc6aed,Fotografía colorizada de un cañón francés,066.pdf,ARCHIVO/066.pdf,pdf,,,,Ejército,,Fotografía colorizada de un cañón francés con militares,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/066-front.jpg', 'artifacts/Coleccion-MC/066-back.jpg']",False,270.0,270.0
0a27d6bb-7f77-4f78-b75d-dca78b782e4b,"Fotografía de un ""attelage béarnais"" en los pirineos",067.pdf,ARCHIVO/067.pdf,pdf,42.6682,1.0012,,Campesinos,"Pirineos franceses, Francia",Fotografía de un hombre con bestias de carga en los pirineos franceses,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/067-front.jpg', 'artifacts/Coleccion-MC/067-back.jpg']",False,,90.0
28b41e07-0db1-42e9-a54c-37cf2ffa65e7,Fotografía de una comunidad en los pirineos franceses,068.pdf,ARCHIVO/068.pdf,pdf,42.6682,1.0012,,Campesinos,"Pirineos franceses, Francia",Fotografía de una comunidad en los pirineos franceses,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/068-back.jpg', 'artifacts/Coleccion-MC/068-front.jpg']",False,270.0,270.0
dbbaef0a-f725-48fe-8c2f-0f53e8ab5cfd,Fotografía colorizada del general Joseph Joffre,069.pdf,ARCHIVO/069.pdf,pdf,,,,General,,Fotografía colorizada del general francés Joseph Joffre,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/069-back.jpg', 'artifacts/Coleccion-MC/069-front.jpg']",False,,90.0
0f784e47-aa9e-4cb1-b1d0-a0985255d14e,Ilustración de prisioneros de guerra,070.pdf,ARCHIVO/070.pdf,pdf,,,,Prisioneros de guerra,,Ilustración de prisioneros de guerra del ejército francés,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/070-front.jpg', 'artifacts/Coleccion-MC/070-back.jpg']",False,270.0,90.0
c3e210c5-8316-4c92-82d4-ea4620bd08bb,Pintura Santa Capilla,071.pdf,ARCHIVO/071.pdf,pdf,48.855290240924575,2.344767697955646,,"Arquitectura, Religion","Paris, Francia",Coro de la santa capilla después de la restauración,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/071-front.jpg', 'artifacts/Coleccion-MC/071-back.jpg']",True,270.0,90.0
75f33208-9c69-4cc1-a1ba-2904aad7b49a,Pintura de la Infanteria,072.pdf,ARCHIVO/072.pdf,pdf,48.858218124929735,2.3280498326100982,,"Infanteria, Ejercito",Francia,Seccion de ejercicio de la infanteria,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/072-back.jpg', 'artifacts/Coleccion-MC/072-front.jpg']",False,90.0,270.0
07e0ee47-cd3d-41dd-84bb-e04587dcca91,Pintura de María Luisa de Austria,073.pdf,ARCHIVO/073.pdf,pdf,48.858218124929735,2.3280498326100982,1813.0,Personaje,Francia,"María Luisa de Austria, Emperatriz consorte de los Franceses",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/073-front.jpg', 'artifacts/Coleccion-MC/073-back.jpg']",False,270.0,90.0
bd270023-e98f-49b3-99b1-2cc850359d0d,Fotografia del interior del Hotel Gassion,074.pdf,ARCHIVO/074.pdf,pdf,43.30081194783724,-0.370230337300203,,"Arquitectura, Urbanismo","Pau, Francia","Este hotel de lujo fue construido por un habitante de Béarn que había hecho una fortuna en Brasil. Está ubicado donde solía estar la mansión privada de la familia Gassion y que había sido transformada en una prisión departamental bajo el Imperio francés. Inaugurado en 1872, este símbolo del lujo y de la alta sociedad de Pau ofrecía a su acaudalada clientela todos los servicios que cabía esperar en materia de descanso y ocio: restaurante, salón de té, salas de juegos, sala de billar, sala de fumadores, zona de lectura, jardín e incluso salas de inhalación de aguas termales. A sus 240 habitaciones y suites, a la vanguardia del confort y dotadas de baños e iluminación de gas, se podía llegar a través de uno de los primeros ascensores hidráulicos de Europa. El personal vivía en el ático. Los animales de trabajo accedían al patio interior, donde estaban las cuadras, a través de una puerta situada en el lado de la ciudad. El hotel cerró en 1930 y se dividió en apartamentos.",Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/074-back.jpg', 'artifacts/Coleccion-MC/074-front.jpg']",True,270.0,90.0
665930d9-dc81-4cb8-ab39-6b3f0e483dee,Pintura de la armada francesa en campana,075.pdf,ARCHIVO/075.pdf,pdf,,,,Ejercito,Francia,Armada francesa,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/075-back.jpg', 'artifacts/Coleccion-MC/075-front.jpg']",False,90.0,90.0
b0c1c898-bf39-4066-9c08-622cba458f84,Pintura de la caballeria ligera del ejército francés,076.pdf,ARCHIVO/076.pdf,pdf,,,,Ejercito,Francia,Caballeria ligera,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/076-back.jpg', 'artifacts/Coleccion-MC/076-front.jpg']",True,90.0,270.0
b03cade3-42ee-4410-80e9-07160119dfb3,Napoleon y su hijo en el palacio de Malmaison,077.pdf,ARCHIVO/077.pdf,pdf,,,,"Interior, realeza","Rueil-Malmaison, Francia",Napoleon y su hijo al interior del palacio. ,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/077-back.jpg', 'artifacts/Coleccion-MC/077-front.jpg']",False,,90.0
7cacf8c1-547f-45a4-8063-370b6d5f7e1d,Fotografía colorizada del ejército francés en una fuente,078.pdf,ARCHIVO/078.pdf,pdf,,,,Ejército,,Fotografía del ejército francés bebiendo agua de una fuente,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/078-front.jpg', 'artifacts/Coleccion-MC/078-back.jpg']",False,270.0,270.0
b503517d-b713-4c69-90df-c050b9529a9d,Ilustración y biografía breve de Lucien Bonaparte,079.pdf,ARCHIVO/079.pdf,pdf,,,1775.0,Lucien Bonaparte,,Ilustración y biografía breve de Lucien Bonaparte,Colección de postales de Manuel Campero,Fr,,"['artifacts/Coleccion-MC/079-back.jpg', 'artifacts/Coleccion-MC/079-front.jpg']",False,,90.0
ee919e6b-0dbe-45fb-b087-6630540fe833,Fotografia de Napoleon ,080.pdf,ARCHIVO/080.pdf,pdf,,,,Napoleon ,,,Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/080-back.jpg', 'artifacts/Coleccion-MC/080-front.jpg']",False,,270.0
4a61bf08-a624-44fb-ae79-6765c3e7d4b8,Fotografia del septimo guardia dragones de la princesa real ,081.pdf,ARCHIVO/081.pdf,pdf,55.378051,-3.435973,,Caballeria ,Reino Unido,"La 7.ª Guardia de Dragones (de la Princesa Real) era un regimiento de caballería del ejército británico, Prestó servicio durante dos siglos, incluida la Primera Guerra Mundial , antes de fusionarse con la 4.ª Guardia Real de Dragones de Irlanda , para formar la 4.ª/7.ª Guardia de Dragones. Guardias en 1922",Colección de postales de Manuel Campero,Ru,,"['artifacts/Coleccion-MC/081-back.jpg', 'artifacts/Coleccion-MC/081-front.jpg']",True,90.0,270.0
48cddc6e-2467-49a1-997d-84cc9add9efc,Fotografia de Palladian Lounge,082.pdf,ARCHIVO/082.pdf,pdf,,,,Aquitania,,"Interior del transatlántico de pasajeros 'Aquitania' (1914) que muestra el salón de primera clase, también llamado Palladian Lounge, en la cubierta Promenade (cubierta A). Esta es una vista del lado de estribor, mirando hacia las puertas dobles a través del Salón de Primera Clase (o Sala de Escritura)",Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/082-front.jpg', 'artifacts/Coleccion-MC/082-back.jpg']",False,270.0,270.0
cb6ad435-7ab4-4590-b32c-49c63d2715f2,Fotografia de un barco ,083.pdf,ARCHIVO/083.pdf,pdf,55.378051,-3.435973,,Barco,Reino Unido,"El RMS Aquitania fue un transatlántico británico que operó para la Cunard Line de los años de 1914 a 1950, del cual fue el barco que más años en servicio estuvo para esta línea (hasta que el Queen Elizabeth 2 rompió el récord en 2004). Es, además, el único barco de pasajeros en participar en ambas guerras mundiales. Por su diseño y años en servicio, además de sus interiores, lo nombraron ""The ship beautiful"".",Colección de postales de Manuel Campero,Ru,,"['artifacts/Coleccion-MC/083-front.jpg', 'artifacts/Coleccion-MC/083-back.jpg']",False,270.0,270.0
95cc6ace-999d-4409-ae96-5c9a9acdabbe,Fotografia de Elizabethan grill room,084.pdf,ARCHIVO/084.pdf,pdf,,,,Aquitania,,Se muestra un espacio del Elizabethan grill room,Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/084-front.jpg', 'artifacts/Coleccion-MC/084-back.jpg']",True,270.0,270.0
b623958b-ab32-47e2-80ba-24bef6467b6a,Fotografia Leaving Southampton,085.pdf,ARCHIVO/085.pdf,pdf,50.90395,-1.40428,,Southampton,Reino Unido,"Southampton, una ciudad del sur del Reino Unido que no goza de particular fama turística, es el lugar del país que más influencia ha tenido en Vivir Europa.",Colección de postales de Manuel Campero,Ru,,"['artifacts/Coleccion-MC/085-front.jpg', 'artifacts/Coleccion-MC/085-back.jpg']",False,270.0,270.0
a3138d52-0a4a-4bbc-84c7-5b289e71c7f9,Fotografia de cambio de guardias ,086.pdf,ARCHIVO/086.pdf,pdf,55.378051,-3.435973,,Guardias ,Reino Unido,El Cambio de la Guardia es el proceso en el que se releva a los guardias al cambiar de turno.,Colección de postales de Manuel Campero,Ru,,"['artifacts/Coleccion-MC/086-back.jpg', 'artifacts/Coleccion-MC/086-front.jpg']",False,270.0,270.0
4bff1ffe-89e2-4d4c-8b6f-e8303301a978,Fotografia M.O 281,087.pdf,ARCHIVO/087.pdf,pdf,,,,Escuadron,,Se muestra al escuadron preparados ,Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/087-back.jpg', 'artifacts/Coleccion-MC/087-front.jpg']",False,270.0,270.0
7212cfa7-96a7-4621-b541-2870aa9c0c40,"Fotografia de caballo de tambor, primeros salvavidas ",088.pdf,ARCHIVO/088.pdf,pdf,55.378051,-3.435973,,Salvavidas,Reino Unido,"El caballo del tambor tenía que ser impresionantemente alto y fuerte para llevar el peso de los tambores a través de largas procesiones. Los caballos también tenían que ser sensatos, tranquilos y bondadosos para respetar y responder voluntariamente a la dirección de rienda no tradicional utilizada. Para lograr esto, los criadores generalmente cruzaron las razas Clydesdale, Gypsy Cob y Shire. El resultado es un caballo grande, dócil y de buen carácter que hizo una aparición impresionante durante las procesiones.",Colección de postales de Manuel Campero,Ru,,"['artifacts/Coleccion-MC/088-front.jpg', 'artifacts/Coleccion-MC/088-back.jpg']",False,270.0,270.0
dd797624-d63b-4df1-bd95-f670b88282fe,"Fotografia de entregando los colores, guardias de corriente fria ",089.pdf,ARCHIVO/089.pdf,pdf,,,,Guardias,,Guardias de corriente fria haciendo cambio de colores,Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/089-front.jpg', 'artifacts/Coleccion-MC/089-back.jpg']",False,270.0,270.0
55ddd066-545f-4e03-92f4-ade27a7b10bb,Fotografia de individuos elegantes posando para la fotografia ,090.pdf,ARCHIVO/090.pdf,pdf,,,,Personas ,,Se muestra un grupo de personas preparados para la toma de la fotografia ,Colección de postales de Manuel Campero,,,"['artifacts/Coleccion-MC/090-front.jpg', 'artifacts/Coleccion-MC/090-back.jpg']",False,270.0,270.0
f504a842-3d56-47dc-a261-43cb91f21b87,Retrato en pintura de Graefin Potocka,091.pdf,ARCHIVO/091.pdf,pdf,52.52437,13.41053,,Pintura retrato,"Berlín, Alemania","Pintura de un retrato con técnica pastel de Graefin Potcka, es un cuadro con relieve y con tonos claros. Pintura hecha por el pintor sueco, Anton Graff.",Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/091-back.jpg', 'artifacts/Coleccion-MC/091-front.jpg']",True,90.0,270.0
42f8b54b-e507-45b6-9a53-d733945a8881,Pintura de coronel alemán y su caballo,092.pdf,ARCHIVO/092.pdf,pdf,52.52437,13.41053,,Coronel,"Berlín, Alemania",Coronel y caballo de un batallón del ejércto alemán,Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/092-back.jpg', 'artifacts/Coleccion-MC/092-front.jpg']",False,,
f797aaaf-f44f-4db8-b0e5-c4d217e50d93,Pinura de soldado alemán sobre su caballo,093.pdf,ARCHIVO/093.pdf,pdf,52.52437,13.41053,,Soldado,"Berlín, Alemania",Soldado del ejército alemán con una escopeta sobre su hombro derecho con un cañón atrás.,Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/093-back.jpg', 'artifacts/Coleccion-MC/093-front.jpg']",True,,
d0fb9e6e-6c37-45b0-a062-221f9e0c8a50,Fotografía de una calle en Bad Nauheim,094.pdf,ARCHIVO/094.pdf,pdf,50.3673,8.7394,,Ciudad,"Bad Nauheim, Alemania","Fotografía de una avenida en Bad Nauheim, Alemania",Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/094-front.jpg', 'artifacts/Coleccion-MC/094-back.jpg']",True,,
627069f3-db4e-4516-8f12-21facfdbf1f1,Pintura de coronel alemán y su caballo,095.pdf,ARCHIVO/095.pdf,pdf,52.52437,13.41053,,Coronel,"Berlín, Alemania",Coronel y caballo de un batallón del ejércto alemán con personas atrás.,Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/095-front.jpg', 'artifacts/Coleccion-MC/095-back.jpg']",False,,
71233ae2-71a7-429f-ab8d-36e71fc3eaaa,Pintura de soldado alemán sobre su caballo,096.pdf,ARCHIVO/096.pdf,pdf,52.52437,13.41053,,Soldado,"Berlín, Alemania",Pintura de un soldado con su caballo y más caballo detrás en movimiento. ,Colección de postales de Manuel Campero,De,,"['artifacts/Coleccion-MC/096-front.jpg', 'artifacts/Coleccion-MC/096-back.jpg']",False,,
a3f6d712-4f7f-482f-95ef-ffdf10a431c1,"Fotografía del Parián en Puebla, México",097.pdf,ARCHIVO/097.pdf,pdf,20.6388,103.311,,Mercado,"Puebla, México","Fotografía del mercado El Parián en Puebla, México",Colección de postales de Manuel Campero,Es,,"['artifacts/Coleccion-MC/097-back.jpg', 'artifacts/Coleccion-MC/097-front.jpg']",False,270.0,270.0
d56758f8-b9f7-4d47-8335-cdeab331560e,Fotografía de un barco de vapor en Veracruz,098.pdf,ARCHIVO/098.pdf,pdf,19.1738,96.1342,,Barco,"Veracruz, México","Fotografía de un barco de vapor en Veracruz, México con la palabra ""recuerdo"" escrita sobre la postal",Colección de postales de Manuel Campero,Es,,"['artifacts/Coleccion-MC/098-back.jpg', 'artifacts/Coleccion-MC/098-front.jpg']",False,90.0,270.0
504e4741-84c1-40b4-a50e-abcba3de589b,Fotografía a color del puente internacional Santa Fe en Ciudad Juárez,099.pdf,ARCHIVO/099.pdf,pdf,31.6904,106.4245,,Ciudad,"Ciudad Juárez, México","Fotografía a color del puente internacional Santa Fe en Ciudad Juárez, México",Colección de postales de Manuel Campero,Es,,"['artifacts/Coleccion-MC/099-back.jpg', 'artifacts/Coleccion-MC/099-front.jpg']",False,90.0,90.0
1a6d196d-1c52-4045-83c4-8616f9875d25,"Fotografía a color de los edificios en la Plaza Beethoven, Ciudad de México",100.pdf,ARCHIVO/100.pdf,pdf,20.6689,-103.42368,,Ciudad,"Ciudad de México, México","Fotografía a color de los edificios en la Plaza Beethoven, Ciudad de México",Colección de postales de Manuel Campero,Es,,"['artifacts/Coleccion-MC/100-front.jpg', 'artifacts/Coleccion-MC/100-back.jpg']",True,180.0,270.0
0ae842a1-addd-4f1c-8e10-ced9de0fb596,Intersección calle Kaiser con torre de reloj,C2-G2-001.pdf,,application/pdf,50.110556,8.682222,1911.0,Intersección; peatones; carroza; caballos,"Torre del reloj, Frankfurt, Alemania",fotografía sepia de la intersección entre la calle del Kaiser con la torre del reloj  ,,De,,"['artifacts/sitiopostales/C2-G2-001-back.jpg', 'artifacts/sitiopostales/C2-G2-001-front.jpg']",False,,
ee3a7c21-02e9-48de-ab17-17ee7738760a,Grand Hotel Frankfurter Hof,C2-G2-002.pdf,,application/pdf,50.115278,8.684167,1911.0,Hotel; peatones; carroza; caballos,"Grand Hotel Frankfurter Hof, Frankfurt, Alemania",Ilustración a color del Grand Hotel Frankfurter Hof,,De,,"['artifacts/sitiopostales/C2-G2-002-front.jpg', 'artifacts/sitiopostales/C2-G2-002-back.jpg']",False,,
bacf84d5-8a80-4a35-a1ab-11e9ebeaa7b4,Puente en el lago del Zoologier Garten,C2-G2-003.pdf,,application/pdf,52.512587,13.335608,1911.0,Puente; edificio; peatones; lago,"Zoologier garten, Frankfurt, Alemania",Ilustración en blanco y negro del puente en el jardín zoológico de Frankfurt,,De,,"['artifacts/sitiopostales/C2-G2-003-back.jpg', 'artifacts/sitiopostales/C2-G2-003-front.jpg']",False,,
a927d61d-629f-4bdc-9020-fe94eec37e75,Iglesia y pueblo de Frankfurt,C2-G2-004.pdf,,application/pdf,50.110359,8.682314,1911.0,Iglesia; casas; peatones,"Frankfurt, Alemania",Fotografía a color de la iglesia y pueblo de Frankfurt,,De,,"['artifacts/sitiopostales/C2-G2-004-front.jpg', 'artifacts/sitiopostales/C2-G2-004-back.jpg']",False,,
058e4fb9-5969-4406-b009-190a696b2930,Puente de la iglesia,C2-G2-005.pdf,,application/pdf,50.115278,8.684167,1911.0,Iglesia; puente; arboles,"Bad Nauheim, Frankfurt, Alemania",Ilustración a color del puente que conduce a la iglesia en Bad Nauheim,,De,,"['artifacts/sitiopostales/C2-G2-005-front.jpg', 'artifacts/sitiopostales/C2-G2-005-back.jpg']",False,,
dc8d1db9-11e6-40fe-a8b4-acb18f9f71f1,Wallraffsplatz y calle principal,C2-G2-006.pdf,,application/pdf,49.412388,8.709677,1911.0,Plaza; edificios; peatones; carrozas; caballos,"Wallraffsplatz, Frankfurt, Alemania",Fotografía sepia de la Wallraffsplatz y calle principal,,De,,"['artifacts/sitiopostales/C2-G2-006-front.jpg', 'artifacts/sitiopostales/C2-G2-006-back.jpg']",False,,
13adbc0a-2553-4f87-966a-3d6b14a3552c,Castillo en el lago de Heidelberg,C2-G2-007.pdf,,application/pdf,49.41068,8.71553,1911.0,Torre; barco; ruinas; lago; muelle; personas,"Heidelberg, Alemania",Ilustración a color de la torre en el lago de Heildelberg,,De,,"['artifacts/sitiopostales/C2-G2-007-front.jpg', 'artifacts/sitiopostales/C2-G2-007-back.jpg']",False,,
ce0a4702-acef-49d7-b1e7-a14d01371c68,Terraza de la kurhaus,C2-G2-008.pdf,,application/pdf,52.114461,4.278791,1911.0,balneario; terraza; peatones,"Bad Nauheim, Frankfurt, Alemania",Ilustración a color de la terraza de la kurhaus,,De,,"['artifacts/sitiopostales/C2-G2-008-back.jpg', 'artifacts/sitiopostales/C2-G2-008-front.jpg']",False,,
6b34a6c5-a78f-46cd-aeb7-465c0d42207e,Escalera de entrada a la kurhaus,C2-G2-009.pdf,,application/pdf,52.114461,4.278791,1911.0,balneario; escaleras; peatón,"Bad Nauheim, Frankfurt, Alemania",Ilustración a color de la entrada de la kurhaus,,De,,"['artifacts/sitiopostales/C2-G2-009-front.jpg', 'artifacts/sitiopostales/C2-G2-009-back.jpg']",False,,
bbeeac7d-c358-48f9-9576-d1d976fd0609,Lado sur de la catedral,C2-G2-010.pdf,,application/pdf,50.110922,8.682127,1911.0,Catedral; edificios,"Frankfurt, Alemania",Fotografía sepia del lado sur de la catedral,,De,,"['artifacts/sitiopostales/C2-G2-010-front.jpg', 'artifacts/sitiopostales/C2-G2-010-back.jpg']",False,,
21d35dd6-cb87-471f-a7af-926a35bb73e0,Teckels de pelo largo,C2-G2-011.pdf,,application/pdf,50.115278,8.684167,1911.0,Teckel negro; teckel café,"Frankfurt, Alemania",Ilustración a color de un par de perros raza Dachshund,,De,,"['artifacts/sitiopostales/C2-G2-011-front.jpg', 'artifacts/sitiopostales/C2-G2-011-back.jpg']",False,,
a407208e-e28e-4933-b757-0b5736a4cb1b,Jardín del Grand Hotel Frankfurter Hof,C2-G2-012.pdf,,application/pdf,50.111162,8.674908,1911.0,Grand Hotel; jardín; peatones; carroza; caballos,"Grand Hotel Frankfurter Hof, Frankfurt, Alemania",Ilustración a color del jardín del Grand Hotel  Frankfurter Hof,,De,,"['artifacts/sitiopostales/C2-G2-012-back.jpg', 'artifacts/sitiopostales/C2-G2-012-front.jpg']",False,,
62a8acf1-fe23-4660-868a-597c7c949e7d,Basílica de San Antonio ,C2-G2-013.pdf,,application/pdf,45.401245,11.880337,1912.0,Basilica; edificios,"Padua, Italia",Ilustración a color de la Basílica de San Antonio,,It,,"['artifacts/sitiopostales/C2-G2-013-back.jpg', 'artifacts/sitiopostales/C2-G2-013-front.jpg']",False,,
25e0716d-3401-4082-a9b5-9e95b9026600,Prado del valle y canal ecicloidal,C2-G2-014.pdf,,application/pdf,45.407969,11.885861,1912.0,Canal; edificios; puente,"Padua, Italia",Ilustración a color del canal ecicloidal,,It,,"['artifacts/sitiopostales/C2-G2-014-back.jpg', 'artifacts/sitiopostales/C2-G2-014-front.jpg']",False,,
5a6f738e-c597-4dcd-8e25-6286916f4117,Santuario de Nuestra Virgen de la Costa,C2-G2-015.pdf,,application/pdf,43.815833,7.773056,1912.0,Santuario; peatones,"San Remo, Italia",Ilustración a color del Santuario de Nuestra Virgen de la Costa,,It,,"['artifacts/sitiopostales/C2-G2-015-back.jpg', 'artifacts/sitiopostales/C2-G2-015-front.jpg']",False,,
621a6842-bf48-45ca-9c1e-b196bcb78879,El Puente Molino ,C2-G2-016.pdf,,application/pdf,45.409299,11.885861,1912.0,Puente; edificios; peatones; tranvía,"Padua, Italia",Ilustación a color del Puente Molino,,It,,"['artifacts/sitiopostales/C2-G2-016-front.jpg', 'artifacts/sitiopostales/C2-G2-016-back.jpg']",False,,
96263fda-6dd9-4813-8204-2ef366a7d9e7,Caballero de Rojo,C2-G2-017.pdf,,application/pdf,41.902222,12.453333,1912.0,Persona,Ciudad del Vaticano,Ilustración a color de un caballero de rojo,,It,,"['artifacts/sitiopostales/C2-G2-017-front.jpg', 'artifacts/sitiopostales/C2-G2-017-back.jpg']",False,90.0,
